,name,followers_count,total_number_of_tweets,location,language,tweet_count
421,UNA-Miami Chapter,264.0,532,"Miami, FL",en,4
422,Blue flower,423.0,26305,Germany,en,4
423,News Central,4051.0,3024,Africa,en,4
424,James,651.0,7501,PA,en,4
425,Ada #RespectLisa,206.0,6056,"Colorado, USA",en,4
426,Jenna House,626.0,2443,Atlanta,en,4
427,The Broken,78.0,368,United States,en,4
428,P. F. Anderson,12316.0,332999,"Ann Arbor, Michigan",en,4
429,ManpowerGroup,8064.0,7826,"Milwaukee, WI",en,4
430,X Mom,133.0,22437,"Kanpur, Uttar Pradesh",en,4
431,Jilly Jesson Media,3766.0,40638,"Tucson, AZ, Carlsbad, CA,",en,4
432,Sherisse Cox,49.0,5449,United States,en,4
433,Plain Jane,16.0,272,somewhere in muggle world,en,4
434,Denise,1035.0,13516,"Croatia, Rijeka",en,4
435,Ma Azucena,982.0,100207,"Manta, Ecuador",en,4
436,Whitney DePass,89.0,156,"New Orleans, LA, Fairfield Oh",en,4
437,VARUN,781.0,107100,"Panchkula, India",en,4
438,secret_tweeterstar,213.0,69406,India,en,4
439,Stéphanie,76.0,1227,"Lille, France",en,4
440,Kyle Loewy,743.0,15511,"Pittsburgh, PA",en,4
441,"Terrence L. Blackwell, Esq.",579.0,113306,"Washington, DC/Baltimore, MD",en,4
442,Totally Buggin',562.0,24200,T.O.,en,4
443,Katie Trout,755.0,5931,"Raleigh, NC",en,4
444,RepealCitizensUnited  Ed🏀Caffrey #marianne2020 2(,10956.0,352908,"Baltimore, MD",en,4
445,Alanna Banana,249.0,22484,"Chapel Hill, NC",en,4
446,April Hardy,2134.0,3363,United States,en,4
447,alliedforce40,1399.0,13007,suffolk UK ,en,4
448,#NOTA2019 Shades Of Knife supports MyNation,466.0,2904,India,en,4
449,FawnMacMT~🇺🇸🙏🚂🚃🚃 🚀🚀 🐄🌬️🐄🌬️ 🥓🥓,23964.0,100423,NW Montana,en,4
450,Sakura🌸,154.0,2753,#IBeliveHim ♈,en,4
451,Varun Vijay,1397.0,381662,"Bengaluru, India",en,4
452,Calling Out Stalking,355.0,3706,"Chennai, India",en,4
453,Pamiswhoiam🌊,217.0,5529,West SF Bay Area,en,4
454,Travel Noire,48172.0,34101,worldwide,en,4
455,✡️AnotherRunner300✡️,195.0,4696,"SF, CA /Frankfurt DE/London UK",en,4
456,Jennifer Storm,2778.0,9689,PA,en,4
457,NakedGirlz,1189.0,28561,"North Carolina, USA",en,4
458,Hypatia,612.0,36788,"Bronx, NY",en,4
459,The New York Women's Foundation,8127.0,12398,New York City,en,4
460,Dr. Sherry Marts,772.0,4139,"Washington, DC",en,4
461,Jake Hamby,3684.0,439462,"Los Angeles, CA",en,4
462,Politically homeless,596.0,67952,Australia,en,4
463,Lusulpher #Tangibles2020 #ADOS🇻🇨,12.0,433,Earth,en,4
464,The Shea One,506.0,60216,518 CapCity ,en,4
465,Astrologic Astrology,184.0,3768,"Washington, DC",en,4
466,Author Support,93462.0,141828,"Dublin, Ireland",en,4
467,Sumon Kar,184.0,17035,England,en,4
468,Nina....,662.0,4889,United Kingdom,en,4
469,Syleis Wiley,3161.0,76742,"Detroit, MI.",en,4
470,Canadian by Choice,1223.0,18153,"Ontario, Canada",en,4
471,Anna Camilla,115.0,2724,Italia,en,4
472,pinkvilla,854185.0,134549,"Mumbai, India",en,4
473,Ester Alucardia🇧🇷,80.0,6420,I just brazilian girl,en,4
474,Mark,2286.0,73483,Tampa Bay Now In Upstate N.Y,en,4
475,Crooks and Liars,87469.0,97224,U.S.A.,en,4
476,Do Not Judge Me,372.0,10374,everywhere,en,4
477,"Beth Ann Miller,Pa",360.0,9558,"Mahomet, Illinois ",en,4
478,Tarrell Bellinger,973.0,65470,Philadelphia,en,4
479,Evil-dreamsagain,653.0,2909,third level of...,en,4
480,Cathie Lee,7605.0,24961,"Georgia, USA",en,4
481,Martina Vaira,272.0,4940,"Italy, sometime Los Angeles",en,4
482,EricKa N. Gon #IBelieveJohnnyDepp,930.0,19556,Black Pearl,en,4
483,Thomas Starbuck,230.0,4224,"Des Moines, IA",en,4
484,Chantal Cousineau,593.0,5361,Los Angeles,en,4
485,TRCC/MWAR,1664.0,1353,"Toronto, Canada",en,4
486,Pamela Hyden,164.0,13085,"Wales, United Kingdom",en,4
487,Thomas,62.0,760,"Mannheim, Baden-Württemberg",en,4
488,Lizzzzzzzz @ C2E2,717.0,51470,"NYC, Chicago",en,4
489,USA must ratify UNCRC & ERA! 💯🙌❤️🇺🇸,752.0,15394,United States,en,4
490,Krunt Frucker ❌,487.0,84271,LaLa Land,en,4
491,For2,463.0,20666,Gt / D,en,4
492,BuzzFeed,6526464.0,216150,New York,en,4
493,🔯 शुभ मंगलम 🔯,1477.0,42200,100% Follow Back,en,4
494,"Joni Martins, author",2645.0,59460,United,en,4
495,TeaGod Kar 🇰🇪-YAN 1 Att a ynek,363.0,7664,"Paradise, NV",en,4
496,Patricc T.  ADOS  🇺🇸,65.0,1326,"Florida, USA",en,4
497,Leonard Tillerman,27124.0,97208,"Toronto, Ontario",en,4
498,shannon writes,171.0,2487,"Minneapolis, MN",en,4
499,Michael Flood,7486.0,8080,QUT,en,4
500,Who is John Galt? ⭐️⭐️⭐️,12544.0,106763,Off the grid,en,4
501,Mafade▪️,269.0,2731,Addis - Seattle -Joburg,en,4
502,Philanthropy Women,5481.0,27216,Rhode Island,en,4
503,mike sax,13366.0,150373,"Bay Shore, NY",en,4
504,RR Ramos,52.0,5226,Philippines,en,4
505,E=mc^2,587.0,13356,"California, USA",en,4
506,चौकीदार DB,952.0,32535,India,en,4
507,YouTubes Labrador Lane/Farmer/Gamer,741.0,6589,"Whiteville, NC",en,4
508,Lyndsi Lambert,300.0,7946,"Austin, TX",en,4
509,Shyam Reloaded,138.0,13080,"Hyderabad, India",en,4
510,Molly Sheehan,6415.0,1730,"Pennsylvania, USA",en,4
511,Madeleine Black,6348.0,44572,"Glasgow, Scotland",en,4
512,William Birch,415.0,1614,"Virginia, USA",en,4
513,Dev kinda Ved,2581.0,48165,Chennai,en,4
514,Nate,28.0,440,"Ohio, USA",en,4
515,Sheila Katz,2610.0,1305,Washington D.C.,en,4
516,Katy Farber,10674.0,23351,"Vermont, USA",en,4
517,DiveBarStar,1136.0,23034,"Memphis, TN",en,4
518,Daniel Garff #ArtMarket,12472.0,26013,"Helsinki, Finland",en,4
519,Christa T,161.0,641,USA,en,4
520,三度寝🐣 #JusticeForMaho #Follo4follo,2014.0,256,JAPAN,en,4
521,chuck anderson,293.0,35105,"Dayton, OH",en,4
522,Elizabeth Crowe,6184.0,55402,"A2, Michigan",en,4
523,"Tolerance, Peace, Love",67.0,1949,Canada,en,4
524,मै भी आप का सैनिक.🦁,252.0,28691,India,en,4
525,Swapnil Wani,349.0,12786,"Mumbai, India",en,4
526,2020 Lakers In Playoffs 🇸🇱,3011.0,195398,Slytherin Commons ,en,4
527,Alexandra Figueredo,3396.0,18484,"Miami, Global",en,4
528,c//#NeverAgain,104.0,4564,"Detroit, MI.",en,4
529,🇭🇹Coutilien Bwon🇭🇹,104.0,3814,"Boynton Beach, FL",en,4
530,Fancy Comedy,2300.0,47709,"Tinseltown, CA, USA",en,4
531,Lillys News,10432.0,242412,USA,en,4
532,DeplorableDoone,4377.0,76851,"Alaska, USA",en,4
533,Main Bhi Chowkidar,1294.0,115087,Some Where In Āryāvarta.,en,4
534,Beautiful Nerd,752.0,71864,Crazy Sexy School,en,4
535,Emerald Podcasts,76.0,165,"Eugene, OR",en,4
536,Luis Gonzalez,1098.0,19549,"Austin, Texas",en,4
537,Nat.,323.0,28732,United States,en,4
538,DorkSword,167.0,11958,Canada,en,4
539,Om,130.0,5252,"California, USA",en,4
540,Pirate,12336.0,113055,Pittsburgh,en,4
541,Sojourner Christian,1715.0,33686,United States,en,4
542,Roben Farzad,8229.0,63345,"Virginia, USA",en,4
543,Laurie Resisting,1042.0,23156,Lost ,en,4
544,sophie jemes,3636.0,8461,"Arizona, USA",en,4
545,🧝🏾‍♀️ ይሉኝታ ቢስ 🤷🏾‍♀️,1085.0,43272,Earf,en,4
546,Mirya R. Holman,7043.0,27353,"New Orleans, LA",en,4
547,KJ (AKA hoodmistress),299.0,5546,"Los Angeles, CA",en,4
548,Jogesh Chawla,542.0,31990,"Mumbai, India",en,4
549,Manny_Ottawa,28760.0,106981,Ottawa Canada,en,4
550,Roseline Dsa,56.0,18609,Global Citizen,en,4
551,Varsha,1185.0,5551,"Hyderabad, India",en,4
552,Empower Women,34218.0,23863,Global ,en,4
553,Kelly Grace Price,456.0,9070,Manhattan,en,4
554,Brian #IStandWithIlhanOmar,19170.0,385687,"Tennessee ,USA",en,4
555,Vinay S,538.0,28453,"Belgaum, India",en,4
556,BVS Books (#BVSBooks),4061.0,110818,MidWest USA & Cambridge UK,en,4
557,Katie A,157.0,14590,Somewhere In The Rain/Snow,en,4
558,🥀CharlyFraley,6391.0,95746,"Kentucky, USA",en,4
559,Tom Namako,25274.0,717,Brooklyn via Philly,en,4
560,Advocate Marukgwane,1108.0,20751,Pretoria,en,4
561,jodie connolly,19.0,671,Sheffield,en,4
562,Jill Geisler,8812.0,30814,"Live-WI, Teach-Everywhere",en,4
563,Rick Polad,153989.0,130295,"Chicago, IL",en,4
564,The Principal Officer,158.0,3966,Derbyshire,en,4
565,Christopher White UK,2150.0,140326,"Hyères, France",en,4
566,Sima Newell,75.0,531,"Geneva, Switzerland",en,4
567,Crowdfunding Site for Metoo,1555.0,151,United States,en,4
568,ranjith s,127.0,4324,India,en,4
569,AssocForAsianStudies,5785.0,4852,"Ann Arbor, Michigan",en,4
570,ChristinaLaffin,545.0,2623,"Los Angeles, CA",en,4
571,Nayanthara Live,58742.0,63322,World Wide ,en,4
572,Tommy Buns 👑🗿HTTR!,500.0,65202,Wakanda ,en,4
573,deniseyang,1.0,11,Toronto,en,4
574,Rob Fasone,30900.0,402309,Florida,en,4
575,Mosayac,68.0,49,"Nashville, TN",en,4
576,MajinKorra🐉@FanExpoDallas,200.0,7476,"Dallas, TX",en,4
577,Urvashi,707.0,4759,"🌏 New Delhi, India",en,4
578,nathalie bertrand,446.0,102946,Canada,en,4
579,Harry,2214.0,24191,"Middlesbrough, England",en,4
580,Frijoles Y Arroz Podcast,24.0,173,Town of Porque,en,4
581,Kiara T Minto,69.0,32,"Brisbane, Queensland",en,4
582,Congolese Women For peace,50.0,927,"Champaign, Illinois, USA",en,4
583,rangarajan,336.0,63425,Mumbai,en,4
584,"FCC, Hong Kong",6746.0,3317,Hong Kong,en,4
585,Markell Boyd,200.0,6266,"Mississippi, USA",en,4
586,Yogesh Hyderabad,327.0,19029,India,en,4
587,🇺🇸 Clive Hill ❌⭐⭐⭐,51321.0,201903,🚂🚃🚃W🚃I🚃N🚃N🚃I🚃N🚃G🚃🚃,en,4
588,Auntie Vio || Commissions Open ||,42.0,5499,Somewhere,en,4
589,Commander Mojdeh,532.0,1732,"Chicago, IL",en,4
590,"Gemma Toth, SHRM-SCP, #HRPro #WorkHuman",4721.0,15212,"Omaha, NE",en,4
591,Tamara M. Rasberry #HRPro,4525.0,95509,"Washington, DC",en,4
592,Dr. Shruti Kapoor,10415.0,59772,"New York, NY",en,4
593,Tariq Nasheed 🇺🇸,238890.0,68773,Los Angeles,en,4
594,Philosophical Zombie Hunter❤️ 🆓🗨️,429.0,17805,"Horsham, UK",en,4
595,JayPoppinsManagement 🇺🇸,199.0,11081,#Nashville,en,4
596,Not That Jaspal Bhatti,1174.0,60527,India,en,4
597,France 3 Paris,19503.0,41289,Vanves,fr,4
598,Liene Kirsakmene,51.0,186,United States,en,4
599,MyNation_Ramesh,249.0,8052,India,en,4
600,@NyeusiKwanza,93.0,2077,"#BlackDiaspora, United States",en,4
601,Merchhub,6617.0,10289,Etats-Unis,en,4
602,Eyes2see&ears2hear,24.0,437,"San Antonio, TX",en,4
603,TAMIL CINE TALK,5151.0,39299,chennai,en,3
604,Namma Chennai,439.0,17316,"Chennai, India",en,3
605,White Ribbon Scotland,3584.0,5977,"Scotland, SC041385. ",en,3
606,Shondell Holmes 🇺🇸,117.0,804,"New York, USA",en,3
607,Veronica Crystal Y.,325.0,402,"Hollywood, California",en,3
608,🏹akashkukueu🌼,4073.0,34047,Montréal ,en,3
609,Damon Salvatore,446.0,78325,"New Delhi, India",en,3
610,🏴󠁧󠁢󠁥󠁮󠁧󠁿AminS 🇮🇪,137.0,5633,United Kingdom ,en,3
611,Liv.🦆,1125.0,101408,Roma,en,3
612,Hannes Hanath,1343.0,164726,Berlin ,en,3
613,❤NAYANISM❤,8702.0,27032,India,en,3
614,Renison Pereira #TimesUpIndia,484.0,37718,"Vasai, India",en,3
615,organic bunny June,714.0,2386,"New York, USA",en,3
616,Thirumurugan,274.0,5685,"Florida, USA",en,3
617,चौकीदार ही चोर है। 😎 - MODI murders DEMOCRACY 😇,530.0,55709,India,en,3
618,Suriya_NGK_S3789,169.0,22304,"Bengaluru, Karnataka",en,3
619,Guda,68.0,657,México,es,3
620,RunBTS,1184.0,33218,"Massachusetts, USA",en,3
621,JJ Wilson,212.0,9591,Ohio,en,3
622,42tribes,793.0,17817,West Coast,en,3
623,Hephzi Pemberton,190.0,128,London,en,3
624,💕🌿Vani💕TྂhᎯᖇᎯ🕊💕,1020.0,35881,Malaysia,en,3
625,Samantha Gordon,636.0,29008,"London, England",en,3
626,Praveen,62.0,5537,India,en,3
627,Tom Spiggle,3720.0,4505,"Arlington, VA",en,3
628,Yadu K Chaitanya,64.0,5050,Noida,en,3
629,Myriad Editions,6753.0,17088,"Brighton, London, Oxford UK",en,3
630,सचिन त्यागी,1155.0,103381,"Delhi, India",en,3
631,Michelle Frank,223.0,1603,"New Delhi, India",en,3
632,CaliRN619 🇺🇸🚑💉🚺,47795.0,39020,"California, USA",en,3
633,पूजा झा,11032.0,110432,New Delhi ,en,3
634,MetalRiot.com,4607.0,24660,"New York, USA",en,3
635,Morgan Ywain,81.0,2860,Krynn,en,3
636,Wasted Liberal,265.0,88829,"New Delhi, India",en,3
637,Dr. Tiffany Tubman🇺🇸,985.0,22226,United States,en,3
638,Jitendra Koli,225.0,4471,Delhi/NCR,en,3
639,Sarath R Kumar,18.0,512,"Tamil Nadu, India",en,3
640,Sunita Singh(Chowkidar),284.0,4832,"New Delhi, India",en,3
641,Ranjani,9.0,804,Sri Lanka,en,3
642,jayant,108.0,8027,"New Delhi, India",en,3
643,OpinionWay,13749.0,14351,Paris,fr,3
644,Bilal Thani Oruvan🕴,1395.0,53669,"Salem, India",en,3
645,Monseiur Nee,324.0,8732,"Chennai,Tamil Nadu",en,3
646,MoneyTalk w/Melanie,1207.0,5398,"New Jersey, USA",en,3
647,Rabid Illogical Bad Behaviourist,2045.0,323762,Upyourassleftcorner3rdshelf,en,3
648,Maggi Carter,4138.0,81797,Texas,en,3
649,Peter,363.0,19503, Australia,en,3
650,AHTR,1430.0,1471,New York,en,3
651,Michael Medrano 🥀,689.0,32299,"Los Angeles, CA",en,3
652,Basava,163.0,4124,"Bengaluru South, India",en,3
653,UC Berkeley Law,12021.0,12640,"Berkeley, CA",en,3
654,Joshua Ruebl,8.0,24,"Los Angeles, CA",en,3
655,🕊✨🇺🇸AmericanPatriot🕊✨🇺🇸,1795.0,8797,God's America✨Home of the Free,en,3
656,Tímea Gál ღ,150.0,629,Magyarország,en,3
657,Mystery Tomes,5245.0,42872,On the case,en,3
658,Intermediaries for Justice,783.0,8167,"London, England.                     Retweets/shares are not endorsements.",en,3
659,Tim Gradous,81539.0,467426,Home of The MASTERS ⛳️,en,3
660,Chennai Times,96852.0,22746,Chennai,en,3
661,sherrie miranda,24303.0,117370,"Chula Vista, CA",en,3
662,Vikas Sood,7580.0,190910,"New Delhi, India",en,3
663,Chowkidar Chor Hai Padma Rani INDIAN,48643.0,243589,India,en,3
664,Glen Tarman,2669.0,8288,London,en,3
665,DrunkenGrandMaster,189.0,20431,Dimension C-137,en,3
666,V.S.SURY,3245.0,21373,"India, Kolar, Karnataka",en,3
667,Grant Batsford,25.0,1163,"Bridgnorth, England",en,3
668,Máiréad Ⓥ🐷🐮🐔,1806.0,39814,"rural NY, U.S. {PA, IA, Éire}",en,3
669,Chowkidar Sajan,137.0,11165,"Delhi, India",en,3
670,🌼Kelly,98.0,3337,Canada,en,3
671,cleopatrakitty,33.0,992,"London, England",en,3
672,Sharanya Paulraj,618.0,28580,"Dubai, United Arab Emirates",en,3
673,estupidisima,227.0,5775,México,es,3
674,Rajvenkat,136.0,13472,"Tamil Nadu, India",en,3
675,thebar.,3585.0,730,"Bryanston, South Africa",en,3
676,Anacrónica,538.0,19736,A 25000',es,3
677,Rocky 2020,2780.0,19294,USA,en,3
678,TJ Clemons,376.0,2725,"Youngstown, OH",en,3
679,Nayanthara Team✨,9142.0,18750,Follow on instgram also⤵,en,3
680,Molly Maeve,1028.0,2177,"District of Columbia, USA,",en,3
681,These Violet Delights,681.0,15473,"San Antonio, TX",en,3
682,Chermaraj,58.0,1825,"Chennai, India",en,3
683,Michael Sapir,155.0,159,"Los Angeles, CA",en,3
684,Sarah,153.0,15765,"Sydney, New South Wales",en,3
685,Shelley Hobson,174.0,25104,"New Rochelle, New York",en,3
686,Annttonn,691.0,17435,United States of America,en,3
687,moneycontrol,650379.0,199870,Mumbai,en,3
688,🌍World🌎King🌏,209.0,34469,🌎,en,3
689,Dr. Kathleen Treseder #MeToo,5072.0,8755,Irvine CA,en,3
690,Dr. Brenna R. Byrd,1016.0,8304,"Lexington, Kentucky",en,3
691,Úrsula Iguarán,1552.0,91738,"Elizabetepec,México ",es,3
692,Josseth,459.0,48200,City that never sleeps,en,3
693,Sudeshna,1918.0,14838,"New Delhi, India",en,3
694,michaela,891.0,54915,northern germany,en,3
695,Andrew Solender,2632.0,4530,"Kingston, NY",en,3
696,Caroline Jenkins,5765.0,70703,the world,en,3
697,Balaji,296.0,12719,"Madurai South, Tamil Nadu",en,3
698,Javier Gallego Crudo,143710.0,86352,República Independiente,es,3
699,snakeneal007,1633.0,3958,"Lambton, Ontario",en,3
700,Curtis L Walker,1481.0,67850,"Sacramento, CA",en,3
701,Cassie EO #JusticeForMJ,549.0,8827,Neverland,en,3
702,akathexfactor™,718.0,40529,Somewhere Over The Rainbow!,en,3
703,"Roshaunda Green, MBA",3193.0,96574,"Atlanta, GA",en,3
704,🎄🏴󠁧󠁢󠁳󠁣󠁴󠁿©️Extra II ©️🏴󠁧󠁢󠁳󠁣󠁴󠁿🎄,144.0,7094,Scotland ,en,3
705,Indrajit Singh M,269.0,17998,"Boston, MA",en,3
706,Crissie,239.0,24892,Singapore,en,3
707,Dominique,1766.0,30804,Chicagoland,en,3
708,Daphné Swarzinsky 🇫🇷❤🇺🇸,417.0,7725,"Toulouse, France",en,3
709,BeBee Embassy,2157.0,94064,Worldwide,en,3
710,Hobiecat,505.0,28680,America,en,3
711,♍a Dalton,1456.0,14823,"Brooklyn, NY",en,3
712,JusticetheClown,21.0,314,"Nashville, TN",en,3
713,🔱SIR J.C.M.☯,815.0,67640,🌍AN OCEAN NEAR BLACK SOULS🌍,en,3
714,dan,540.0,4621,"New South Wales, Australia",en,3
715,Sal Elmo,2273.0,50849,"New Haven,Pittsburgh,Providenc",en,3
716,CityWellnessAtlas™,73.0,19405,"Toronto, Ontario",en,3
717,thecultureproof.com™,478.0,75445,"Toronto, Ontario",en,3
718,Khiaras Law,225.0,950,"Kansas City, MO",en,3
719,KaellumEridani,455.0,28604,"Hamilton, Ontario",en,3
720,Mark “No Mas Beto” Safarik  🇺🇸❤️🇮🇱,36115.0,48212,"Central Valley, Commiefornia",en,3
721,Richard Prince,5789.0,19690,"Washington, D.C.",en,3
722,Your Ontario Doctors,6630.0,17846,"Ontario, Canada",en,3
723,Chantal,283.0,26027,"UO sale rm, marking shit down",en,3
724,Young Ideas,2504.0,278713,My America,en,3
725,Latina Founders,266.0,1353,"Global, HQ: Miami",en,3
726,Tala J. Corsellete 👄 (#amnotwriting),1194.0,1571,On Stage,en,3
727,♿ Martí Gras (xe/they)  ♿,193.0,20056,xe/they/bitch,en,3
728,Jonathan,396.0,3878,"Baltimore, MD",en,3
729,Back FLYING SPARKS Volume 2!,5461.0,46176,"37.814001,-121.973731",en,3
730,Move2Sydney,83.0,176175,"Sydney, Australia",en,3
731,NeverTrump,1159.0,3827,"Lathrop, CA",en,3
732,s ray,1595.0,62023,Texas gal.Howdy,en,3
733,YASH KHANDELWAL 🕉,593.0,70459,JAIPUR,en,3
734,THE SURVIVORS MOVEMENT,309.0,133,"England, United Kingdom",en,3
735,China Nolan,1349.0,13799,Doing it Daily,en,3
736,Linda Malat Tiburzi  linda-lou,90.0,875,"Locust Point, Maryland",en,3
737,Roslyn Mickens,555.0,4807,"Baltimore, Maryland",en,3
738,sushil singh,139.0,41767,"Kolkata, West Bengal",en,3
739,Shavine Hill,7.0,433,"Kinston, NC",en,3
740,Vincent Mette,105.0,12142,Ca,en,3
741,Julie Burton,7570.0,9084,"NYC and Washington, DC",en,3
742,Shreya Pilani,629.0,3411,Gurgaon - New Delhi,en,3
743,Siddhi Trivedi,1351.0,10542,🇮🇳🇬🇧,en,3
744,The Outstanding Speakers' Bureau,2703.0,10565,India,en,3
745,Kriti Makhija,2667.0,20572,"New Delhi, India",en,3
746,IGWE MARIOUS IFEANYI,366.0,394,"Sokoto,Nigeria,West Africa",en,3
747,John Jenkins,3213.0,222603,Where I am now!,en,3
748,NuffSaid!,2677.0,10328,Florida,en,3
749,Winnie M Li,5364.0,11443,"London, UK",en,3
750,Prajnashree Bhattacharyya,118.0,19528,"Kolkata, India",en,3
751,@KellyCarthensMZPR,539.0,5035,NYC/NJ,en,3
752,L'important,118839.0,908154,"Paris, France",fr,3
753,𝖆𝖇𝖇𝖞,340.0,3365,"Bangkok, Thailand",en,3
754,🕵️Chowkidarni Mօɖɨʄɨɛɖ Rɛռʊ 🇮🇳,54472.0,215486,India,en,3
755,Celebridades Online,340.0,384603,"Miami, Estados Unidos",en,3
756,Ramakant sharma🇮🇳,230.0,22701,"Madhya Pradesh, India",en,3
757,IRINA,44.0,2619,Беларусь,en,3
758,ShirleyAlexisBrady➰,7173.0,145931,"Bellingham, WA",en,3
759,Deval Panchal,977.0,5118,Ahmedabad,en,3
760,Bill ocasio-cortez Lee,148.0,1735,New York,en,3
761,bouncermom,660.0,32221,"Portland, OR",en,3
762,Unitedflyboy,81.0,619,"Chicago, IL",en,3
763,Tonia M. Thraw ✍,238.0,72,My Bedroom,en,3
764,Mynation_vivek,167.0,1490,Delhi,en,3
765,YUVRAJ,2826.0,55589,"Pune ( Maharastra ), INDIA",en,3
766,Remedios the Beauty,1854.0,14984,Next door neighbour ,en,3
767,Taiwo thompson,35.0,192,"Lagos, Nigeria",en,3
768,Florida man,726.0,3294,Lusaka,en,3
769,Gaurav,513.0,31631,"Bengaluru South, Karnataka",en,3
770,Praveen kumar,47.0,408,"Bengaluru, India",en,3
771,Suresh AV,958.0,6131,Interstellar 5th Dimension,en,3
772,"María A. 𝖉𝖊 𝖑𝖆 Torre, Ph.D.",72341.0,137173,Dystopia,es,3
773,Michael Mullady,2218.0,53121,"Indiana, USA",en,3
774,Raymond_Kravitz,26.0,4229,"Jacksonville, FL",en,3
775,ᎠᎪᏒᏦ ᎬᏁᎬᏒᎶᎽ,8.0,118,"Baltimore, MD",en,3
776,Fatyma Amadou,544.0,29316,United States,en,3
777,FeistyQueen,5733.0,280066,Here,en,3
778,Hélen 💚,9768.0,4323,IBelieveHim ,en,3
779,Dandelion Initiative,574.0,704,"Toronto, Ontario",en,3
780,GG,160.0,9929,US,en,3
781,LM Taylor,2319.0,207718,Mostly Earth,en,3
782,Michael Daly,169.0,80139,"Wakefield, MA",en,3
783,Saurabh Bharadwaj,96566.0,6345,"Greater Kailash,New Delhi",en,3
784,Kavita N. Ramdas,6827.0,24779,"New York, NY",en,3
785,Sudhir سدھیر  सुधीर,895.0,54631,India,en,3
786,sandeep samriya,240.0,59210,"Sikar, Rajasthan",en,3
787,deb VOTE BLUE👀🔥🍿👀🔥🍿👀🔥🍿,6135.0,307360,Somewhere USA,en,3
788,❤Kadhumaa❤,3591.0,8786,"Tiruchirapalli, India",en,3
789,Potstirrer Podcast,1571.0,6254,"Ohio, USA",en,3
790,Stine Eckert,2126.0,23845,"Michigan, USA",en,3
791,Fighting for equality,211.0,15844,I wanna be where you are,en,3
792,Dave Dick,163.0,957,Vancouver BC,en,3
793,Pessimist,174.0,20536, banglore,en,3
794,BenzinNv,1951.0,113299,Nevada,en,3
795,S. Harper,497.0,20204,"Smiths Falls, Ontario",en,3
796,Jim Yackel,4690.0,102348,Upstate New York,en,3
797,Sharon Buchbinder,8001.0,156178,"Baltimore, MD",en,3
798,Nancy Baker,117687.0,98944,"Minneapolis, Minnesota",en,3
799,Andrea Evans,1842.0,3090,"California, USA",en,3
800,Tobias Claren,5.0,492,Bundesregime Deutschland,de,3
801,Zach Stafford,13538.0,2500,"Los Angeles, CA",en,3
802,Winona,2953.0,258852,School of Witchcraft Hogwarts,en,3
803,kคpil,3057.0,245875,"New Delhi, India",en,3
804,Edward Dawes,3697.0,13099,"Dep.Councillor,Chairperson EIR",en,3
805,SavingtheRepublic ☠️🇺🇸,2613.0,107705,Hell,en,3
806,Priscila Palomares,223.0,372,Mty,es,3
807,Ⓛⓨⓓⓘⓐ 🌌Min March🌌,2441.0,41398,87 liner 👀👀👀,en,3
808,Duke1CA,201.0,31777,"Bay Area, California",en,3
809,!! श्रीराम,1237.0,128556,India,en,3
810,LOVELY SATHISHツ,824.0,196663,தளபதிரசிகன்,en,3
811,Li Tyler,1969.0,69603,"Winchester, KY",en,3
